scenario,scenario_description,commence_time,home_team,away_team,raw_pick,leader_mc_pick,switched,raw_ev_full_matrix,leader_mc_ev_full_matrix,ev_loss,risk_tier,confidence_tier
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-23T17:00:00Z,Portugal,Uzbekistan,2-0,2-0,False,1.255724,1.255724,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-23T20:00:00Z,England,Ghana,2-0,2-0,False,1.260329,1.260329,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-23T23:00:00Z,Panama,Croatia,0-2,0-2,False,1.0436,1.0436,0.0,medium,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-24T02:00:00Z,Colombia,DR Congo,2-0,2-0,False,1.095834,1.095834,0.0,medium,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-24T19:00:00Z,Bosnia & Herzegovina,Qatar,2-0,2-0,False,1.045042,1.045042,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-24T19:00:00Z,Switzerland,Canada,2-1,2-1,False,0.685997,0.685997,0.0,high,fragile
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-24T22:00:00Z,Scotland,Brazil,0-2,0-2,False,1.124927,1.124927,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-24T22:00:00Z,Morocco,Haiti,2-0,2-0,False,1.233151,1.233151,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-25T01:00:00Z,Czech Republic,Mexico,0-2,0-2,False,0.766472,0.766472,0.0,high,fragile
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-25T01:00:00Z,South Africa,South Korea,0-2,0-2,False,0.995387,0.995387,0.0,medium,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-25T20:00:00Z,Curacao,Ivory Coast,0-2,0-2,False,1.259357,1.259357,0.0,low,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-25T20:00:00Z,Ecuador,Germany,0-2,0-2,False,0.92943,0.92943,0.0,medium,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-25T23:00:00Z,Japan,Sweden,2-1,2-1,False,0.74052,0.74052,0.0,high,fragile
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-25T23:00:00Z,Tunisia,Netherlands,0-2,0-2,False,1.155619,1.155619,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-26T02:00:00Z,Paraguay,Australia,1-0,1-0,False,0.727974,0.727974,0.0,high,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-26T02:00:00Z,Turkey,United States,1-2,1-2,False,0.739198,0.739198,0.0,high,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-26T19:00:00Z,Norway,France,0-2,0-2,False,0.862216,0.862216,0.0,high,fragile
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-26T19:00:00Z,Senegal,Iraq,2-0,2-0,False,1.216663,1.216663,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-27T00:00:00Z,Cape Verde,Saudi Arabia,1-2,1-2,False,0.661797,0.661797,0.0,high,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-27T00:00:00Z,Uruguay,Spain,0-2,0-2,False,1.016037,1.016037,0.0,medium,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-27T03:00:00Z,New Zealand,Belgium,0-2,0-2,False,1.234523,1.234523,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-27T03:00:00Z,Egypt,Iran,2-0,2-0,False,0.782143,0.782143,0.0,high,fragile
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-27T21:00:00Z,Croatia,Ghana,2-0,2-0,False,0.991169,0.991169,0.0,medium,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-27T21:00:00Z,Panama,England,0-2,0-2,False,1.193749,1.193749,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-27T23:30:00Z,Colombia,Portugal,0-2,0-2,False,0.7645,0.7645,0.0,high,fragile
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-27T23:30:00Z,DR Congo,Uzbekistan,2-1,2-1,False,0.74407,0.74407,0.0,high,fragile
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-28T02:00:00Z,Algeria,Austria,1-2,1-2,False,0.669917,0.669917,0.0,high,fragile
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-28T02:00:00Z,Jordan,Argentina,0-2,0-2,False,1.213156,1.213156,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-20T17:00:00Z,Netherlands,Sweden,2-0,2-0,False,0.875181,0.875181,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-20T20:00:00Z,Germany,Ivory Coast,2-0,2-0,False,0.958307,0.958307,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-21T00:00:00Z,Ecuador,Curacao,2-0,2-0,False,1.313472,1.313472,0.0,low,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-21T04:00:00Z,Tunisia,Japan,0-2,0-2,False,1.013942,1.013942,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-21T16:00:00Z,Spain,Saudi Arabia,3-0,2-0,True,1.321438,1.317062,0.004375,low,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-21T19:00:00Z,Belgium,Iran,2-0,2-0,False,1.08882,1.08882,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-21T22:00:00Z,Uruguay,Cape Verde,2-0,2-0,False,1.110591,1.110591,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-22T01:00:00Z,New Zealand,Egypt,0-2,0-2,False,0.988082,0.988082,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-22T17:00:00Z,Argentina,Austria,2-0,2-0,False,0.992689,0.992689,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-22T21:00:00Z,France,Iraq,3-0,3-0,False,1.326689,1.326689,0.0,low,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-23T00:00:00Z,Norway,Senegal,2-1,2-1,False,0.692755,0.692755,0.0,high,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-23T03:00:00Z,Jordan,Algeria,0-2,0-2,False,0.992167,0.992167,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-23T17:00:00Z,Portugal,Uzbekistan,2-0,2-0,False,1.241851,1.241851,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-23T20:00:00Z,England,Ghana,2-0,2-0,False,1.245287,1.245287,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-23T23:00:00Z,Panama,Croatia,0-2,0-2,False,1.02598,1.02598,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-24T02:00:00Z,Colombia,DR Congo,2-0,2-0,False,1.076525,1.076525,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-24T19:00:00Z,Bosnia & Herzegovina,Qatar,2-0,2-0,False,1.030089,1.030089,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-24T19:00:00Z,Switzerland,Canada,2-1,2-1,False,0.673235,0.673235,0.0,high,fragile
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-24T22:00:00Z,Scotland,Brazil,0-2,0-2,False,1.107561,1.107561,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-24T22:00:00Z,Morocco,Haiti,2-0,2-0,False,1.219531,1.219531,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-25T01:00:00Z,Czech Republic,Mexico,0-2,0-2,False,0.752708,0.752708,0.0,high,fragile
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-25T01:00:00Z,South Africa,South Korea,0-2,0-2,False,0.977962,0.977962,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-25T20:00:00Z,Curacao,Ivory Coast,0-2,0-2,False,1.248151,1.248151,0.0,low,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-25T20:00:00Z,Ecuador,Germany,0-2,0-2,False,0.913449,0.913449,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-25T23:00:00Z,Japan,Sweden,2-1,2-1,False,0.726979,0.726979,0.0,high,fragile
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-25T23:00:00Z,Tunisia,Netherlands,0-2,0-2,False,1.139988,1.139988,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-26T02:00:00Z,Paraguay,Australia,1-0,1-0,False,0.717713,0.717713,0.0,high,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-26T02:00:00Z,Turkey,United States,1-2,1-2,False,0.726703,0.726703,0.0,high,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-26T19:00:00Z,Norway,France,0-2,0-2,False,0.847587,0.847587,0.0,high,fragile
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-26T19:00:00Z,Senegal,Iraq,2-0,2-0,False,1.198865,1.198865,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-27T00:00:00Z,Cape Verde,Saudi Arabia,1-2,1-2,False,0.6502,0.6502,0.0,high,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-27T00:00:00Z,Uruguay,Spain,0-2,0-2,False,0.999254,0.999254,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-27T03:00:00Z,New Zealand,Belgium,0-2,0-2,False,1.219204,1.219204,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-27T03:00:00Z,Egypt,Iran,2-0,2-0,False,0.767528,0.767528,0.0,high,fragile
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-27T21:00:00Z,Croatia,Ghana,2-0,2-0,False,0.97368,0.97368,0.0,medium,medium
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-27T21:00:00Z,Panama,England,0-2,0-2,False,1.17895,1.17895,0.0,low,strong
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-27T23:30:00Z,Colombia,Portugal,0-2,0-2,False,0.751044,0.751044,0.0,high,fragile
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-27T23:30:00Z,DR Congo,Uzbekistan,2-1,2-1,False,0.730373,0.730373,0.0,high,fragile
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-28T02:00:00Z,Algeria,Austria,1-2,1-1,True,0.657556,0.676284,0.0,high,fragile
draw_heavy,Draw scorelines receive 8 percent more mass.,2026-06-28T02:00:00Z,Jordan,Argentina,0-2,0-2,False,1.199719,1.199719,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-20T17:00:00Z,Netherlands,Sweden,2-0,2-0,False,0.90871,0.90871,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-20T20:00:00Z,Germany,Ivory Coast,2-0,2-0,False,0.990813,0.990813,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-21T00:00:00Z,Ecuador,Curacao,2-0,2-0,False,1.336146,1.336146,0.0,low,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-21T04:00:00Z,Tunisia,Japan,0-2,0-2,False,1.054419,1.054419,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-21T16:00:00Z,Spain,Saudi Arabia,3-0,3-0,False,1.342282,1.342282,0.0,low,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-21T19:00:00Z,Belgium,Iran,2-0,2-0,False,1.12608,1.12608,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-21T22:00:00Z,Uruguay,Cape Verde,2-0,2-0,False,1.151834,1.151834,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-22T01:00:00Z,New Zealand,Egypt,0-2,0-2,False,1.028162,1.028162,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-22T17:00:00Z,Argentina,Austria,2-0,2-0,False,1.031775,1.031775,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-22T21:00:00Z,France,Iraq,3-0,3-0,False,1.346207,1.346207,0.0,low,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-23T00:00:00Z,Norway,Senegal,2-1,2-1,False,0.724232,0.724232,0.0,high,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-23T03:00:00Z,Jordan,Algeria,0-2,0-2,False,1.030875,1.030875,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-23T17:00:00Z,Portugal,Uzbekistan,2-0,2-0,False,1.27062,1.27062,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-23T20:00:00Z,England,Ghana,2-0,2-0,False,1.276368,1.276368,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-23T23:00:00Z,Panama,Croatia,0-2,0-2,False,1.065541,1.065541,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-24T02:00:00Z,Colombia,DR Congo,2-0,2-0,False,1.118273,1.118273,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-24T19:00:00Z,Bosnia & Herzegovina,Qatar,2-0,2-0,False,1.064017,1.064017,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-24T19:00:00Z,Switzerland,Canada,2-1,2-1,False,0.705314,0.705314,0.0,high,fragile
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-24T22:00:00Z,Scotland,Brazil,0-2,0-2,False,1.144972,1.144972,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-24T22:00:00Z,Morocco,Haiti,2-0,2-0,False,1.248098,1.248098,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-25T01:00:00Z,Czech Republic,Mexico,0-2,0-2,False,0.787271,0.787271,0.0,high,fragile
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-25T01:00:00Z,South Africa,South Korea,0-2,0-2,False,1.017518,1.017518,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-25T20:00:00Z,Curacao,Ivory Coast,0-2,0-2,False,1.271062,1.271062,0.0,low,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-25T20:00:00Z,Ecuador,Germany,0-2,0-2,False,0.950976,0.950976,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-25T23:00:00Z,Japan,Sweden,2-1,2-1,False,0.760204,0.760204,0.0,high,fragile
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-25T23:00:00Z,Tunisia,Netherlands,0-2,0-2,False,1.173806,1.173806,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-26T02:00:00Z,Paraguay,Australia,1-0,1-0,False,0.756906,0.756906,0.0,high,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-26T02:00:00Z,Turkey,United States,1-2,1-2,False,0.757928,0.757928,0.0,high,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-26T19:00:00Z,Norway,France,0-2,0-2,False,0.883104,0.883104,0.0,high,fragile
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-26T19:00:00Z,Senegal,Iraq,2-0,2-0,False,1.235917,1.235917,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-27T00:00:00Z,Cape Verde,Saudi Arabia,1-2,1-2,False,0.680139,0.680139,0.0,high,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-27T00:00:00Z,Uruguay,Spain,0-2,0-2,False,1.03728,1.03728,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-27T03:00:00Z,New Zealand,Belgium,0-2,0-2,False,1.251146,1.251146,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-27T03:00:00Z,Egypt,Iran,2-0,2-0,False,0.803775,0.803775,0.0,high,fragile
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-27T21:00:00Z,Croatia,Ghana,2-0,2-0,False,1.013424,1.013424,0.0,medium,medium
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-27T21:00:00Z,Panama,England,0-2,0-2,False,1.210263,1.210263,0.0,low,strong
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-27T23:30:00Z,Colombia,Portugal,0-2,0-2,False,0.78515,0.78515,0.0,high,fragile
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-27T23:30:00Z,DR Congo,Uzbekistan,2-1,2-1,False,0.76379,0.76379,0.0,high,fragile
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-28T02:00:00Z,Algeria,Austria,1-2,1-2,False,0.688952,0.688952,0.0,high,fragile
draw_light,Draw scorelines receive 8 percent less mass.,2026-06-28T02:00:00Z,Jordan,Argentina,0-2,0-2,False,1.227894,1.227894,0.0,low,strong
